utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8,tier_prices,tier_1_price,tier_2_price,tier_3_price,tier_4_price,tier_5_price,tier_6_price,tier_7_price,tier_8_price,median_income_category,approximate_median_income,check,bill_frequency_update
Golden State Water Company - Norwalk,CA1910098,2018-01-01,Monthly,converted to kgal,8.92785231389954,3.55497276578576,4.35694568181818,Tiered,25.79,35.85,61.64,0-11-15,0,8.228572,11.220780000000001,NA,NA,NA,NA,NA,NA,4.016-4.619-5.311,3.004176832,3.4552521880000002,3.9729041720000002,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Golden State Water Company - Placentia,CA3010035,2018-01-01,Monthly,converted to kgal,10.4502210370735,2.8542385884158,4.32835090909091,Tiered,23.4,40.75,64.15,0-13-21,0,9.724676,15.709092000000002,NA,NA,NA,NA,NA,NA,3.899-4.484-5.157,2.916654748,3.3542651680000004,3.8577041640000003,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Golden State Water Company - San Dimas,CA1910142,2017-04-01,Monthly,converted to kgal,12.5371084979739,2.75751369900924,4.35367977272727,Tiered,23.13,48.27,71.4,0-14-22,0,10.472728,16.457144,NA,NA,NA,NA,NA,NA,3.85-4.428-5.092,2.8800002000000005,3.312374256,3.809080784,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Golden State Water Company - San Gabriel,CA1910223,2018-01-01,Monthly,converted to kgal,8.77462894169245,3.42491563554556,4.46490159090909,Tiered,23.4,34.21,57.61,0-13-21,0,9.724676,15.709092000000002,NA,NA,NA,NA,NA,NA,3.899-4.484-5.157,2.916654748,3.3542651680000004,3.8577041640000003,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,0,Monthly
Golden State Water Company - South Arcadia,CA1910212,2018-01-01,Monthly,converted to kgal,10.1219156565904,2.87279817130563,4.49197931818182,Tiered,23.4,39.47,62.87,0-13-21,0,9.724676,15.709092000000002,NA,NA,NA,NA,NA,NA,3.899-4.484-5.157,2.916654748,3.3542651680000004,3.8577041640000003,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Golden State Water Company - Southwest,CA1910155,2018-04-06,Monthly,converted to kgal,7.11848352471041,2.87875846276384,4.45265022727273,Tiered,25.41,28.18,53.59,0-11-15,0,8.228572,11.220780000000001,NA,NA,NA,NA,NA,NA,3.959-4.552-5.235,2.961537868,3.405132704,3.9160522200000005,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Golden State Water Company - West Orange,CA3010022,2018-04-06,Monthly,converted to kgal,9.06874041088463,2.92306539141906,4.19231045454545,Tiered,23.1,34.91,58.01,0-13-21,0,9.724676,15.709092000000002,NA,NA,NA,NA,NA,NA,3.85-4.428-5.092,2.8800002000000005,3.312374256,3.809080784,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Golden State Water Company Bell-Bell Gardens,CA1910011,2017-04-01,Monthly,converted to kgal,8.3385160385839,3.78915977037203,4.43420272727273,Tiered,25.04,32.54,57.58,0-12-16,0,8.976624000000001,11.968832,NA,NA,NA,NA,NA,NA,3.902-4.487-5.16,2.918898904,3.356509324,3.8599483200000004,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Golden State Water Company Orcutt,CA4210016,2017-04-20,Monthly,converted to kgal,14.41870163835,2.61256103721165,3.97777613636364,Tiered,25.56,40.8,66.36,0-16-28,0,11.968832,20.945456,NA,NA,NA,NA,NA,NA,2.83-3.255-3.743,2.1169871600000003,2.43490926,2.799958636,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Golden State Water Company Simi Valley,CA5610059,2017-07-19,Monthly,converted to kgal,10.6958905041442,2.82810980626823,4.75892590909091,Tiered,26.33,39.65,65.98,0-13-20,0,9.724676,14.96104,NA,NA,NA,NA,NA,NA,3.707-4.264-4.903,2.773028764,3.1896937280000004,3.6676989559999997,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Goleta Water District,CA4210004,2017-04-01,Monthly,converted to kgal,5.6276101303781,2.68220640569395,4.05637340909091,Tiered,47.57,27.29,74.86,0-7-17,0,5.236364,12.716884,NA,NA,NA,NA,NA,NA,4.85-5.97-6.57,3.6280522,4.46587044,4.9147016400000005,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Great Oaks Water Company Incorporated,CA4310022,2017-07-01,Bi-Monthly,converted to kgal,8,3.06781979082864,7.48463720930233,Tiered,12.49,11.335,19.855,0-13-32,0,4.862338,11.968832,NA,NA,NA,NA,NA,NA,2.6869-2.9101-3.3553,2.0099409188000004,2.1769061252,2.5099388756000005,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Greenfield City Of,CA2710008,2016-08-01,Monthly,converted to kgal,11,3.94337714863498,4.24489477272727,Tiered,14.8,10.47,35.94,0-8-15,0,8,15,NA,NA,NA,NA,NA,NA,1.17-1.75-3.35,1.17,1.75,3.35,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Groveland Community Services District,CA5510009,2017-05-01,Monthly,converted to kgal,8,2.02302631578947,4.62646590909091,Tiered,36.28,65.12,101.4,0-3.3,0,3.3,NA,NA,NA,NA,NA,NA,NA,7-13.85,7,13.85,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Grover Beach  City Of,CA4010004,2017-08-01,Monthly,converted to kgal,6.33593832273621,2.31860003608154,4.07219463414634,Uniform,12.08,39.09,51.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,4.61548084,NA,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Hanford  City Of,CA1610003,2017-07-01,Monthly,converted to kgal,11.4941581526614,2.71603780954613,5.02455113636364,Uniform,13.07,15.52,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,1.0098702000000002,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,0,Monthly
Hayward  City of,CA0110006,2016-10-01,bimonthly,converted to kgal,6,3.00256145718453,7.89740954545455,Tiered,10.88,19.175,24.61,0-9-26,0,3.3662340000000004,9.724676,NA,NA,NA,NA,NA,NA,5.8-7.14-8.41,4.3387016,5.3410912800000006,6.291117320000001,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Healdsburg  City Of,CA4910005,2017-07-01,Monthly,converted to kgal,8.83770973131446,2.40862520848225,3.83790938636364,Uniform,21.01,44.1,65.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99,3.7327794800000005,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Helix Water District,CA3710010,2018-03-01,Bi-Monthly,converted to kgal,8,2.649057454483,8.63487954545455,Tiered,23.93,20.155,32.125,0-14-34,0,5.236364,12.716884,NA,NA,NA,NA,NA,NA,4.65-5.46-6.79,3.4784418000000006,4.08436392,5.07927308,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Hemet  City Of,CA3310016,2018-01-01,Monthly,converted to kgal,6.88587169123661,2.46110783736005,5.13125068181818,Uniform,30.49,31.26,61.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,3.3961560800000004,NA,NA,NA,NA,NA,NA,NA,"$25,000 to $29,999",27500,0,Monthly
Hesperia Water District City of,CA3610024,2018-01-01,Bi-Monthly,converted to kgal,14,3.18545094643078,9.46608090909091,Tiered,23.05,8.935,20.455,0-14-35,0,5.236364,13.090910000000001,NA,NA,NA,NA,NA,NA,0.92-1.65-2.24,0.6882078400000001,1.2342858,1.6756364800000003,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Hi Desert Water District,CA3610073,2011-07-01,Monthly,converted to kgal,6.89020828537209,2.34600928587221,5.47558931818182,Tiered,23.3,30.81,54.11,0-5-11-29,0,3.74026,8.228572,21.693508,NA,NA,NA,NA,NA,3.59-5.69-6.89-9.08,2.68550668,4.2564158800000005,5.15407828,6.792312160000001,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Hillsborough  Town Of,CA4110016,2018-01-01,Monthly,converted to kgal,23.6484262228649,2.91031726205346,3.88212720930233,Tiered,68.68,172.52,241.2,0-10-22-35,0,7.48052,16.457144,26.181820000000002,NA,NA,NA,NA,NA,5.98-7.59-10.43-15.92,4.47335096,5.67771468,7.802182360000001,11.90898784,NA,NA,NA,NA,"$200,000 or more",200000,0,Monthly
Hollister  City Of,CA3510001,2018-01-01,Monthly,converted to kgal,11.2166779042557,3.36501397675445,4.15800097560976,Tiered,13.29,44.86,58.15,0-9-15,0,6.732468000000001,11.220780000000001,NA,NA,NA,NA,NA,NA,3.38-5.54-6.34,2.52841576,4.14420808,4.74264968,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Humboldt Bay Municipal Water District,CA1210013,2017-07-01,Monthly,converted to kgal,7.36249495710223,2.24094080576187,4.28089234090909,Tiered,23.77,5.58,29.35,0-5-15-50-1000,0,3.74026,11.220780000000001,37.4026,748.052,NA,NA,NA,NA,0-1.66-1.79-1.96-0.71,0,1.24176632,1.3390130800000002,1.4661819200000001,0.53111692,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Humboldt Community Services District,CA1210009,2017-08-01,Monthly,converted to kgal,5.44918615608131,2.33372025536854,4.28784911363636,Uniform,33.67,19.4,53.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,2.66306512,NA,NA,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Huntington Beach City of,CA3010053,2017-03-04,monthly,converted to kgal,8.74854279690795,2.49519618428066,4.27663363636364,Uniform,11.53,17.4,28.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9892,1.4880250384000002,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Huntington Park  City of,CA1910049,2017-01-01,monthly,converted to kgal,5.94886444140335,3.51187821942031,4.45591204545455,Uniform,6.35,15.11,21.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,1.9000520800000003,NA,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,0,Monthly
Imperial  City Of,CA1310006,2018-01-01,Monthly,converted to kgal,11.9686152409871,2.99188823794502,6.06745136363636,Uniform,13.06,40.21,53.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,2.51345472,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Indian Wells Valley Water District,CA1510017,2017-02-01,Monthly,converted to kgal,14.5304923245799,2.43985252507931,5.48462568181818,Tiered,41.41,10.87,52.28,0-7-24-45,0,5.236364,17.953248000000002,33.66234,NA,NA,NA,NA,NA,0.56-0.88-2.39-4.65,0.4189091200000001,0.65828576,1.7878442800000003,3.4784418000000006,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Indio  City Of,CA3310020,2018-01-01,Monthly,converted to kgal,15.4738680391598,2.84052708877285,6.08463295454545,Budget,21.16,21.52,42.68,0-indoor-100%-200%-400%,0,NA,NA,NA,NA,NA,NA,NA,NA,1.05-1.58-2.11-3.16-4.2,0.7854546000000001,1.18192216,1.57838972,2.36384432,3.1418184000000005,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Inglewood  City Of,CA1910051,2012-10-01,Monthly,converted to kgal,6.82296663390554,2.58535085447954,4.56701954545455,Tiered,13.5,23.88,37.38,0-15-39,0,11.220780000000001,29.174028000000003,NA,NA,NA,NA,NA,NA,3.5-4.75-6,2.618182,3.5532470000000003,4.4883120000000005,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Joshua Basin Water District,CA3610025,2017-01-01,Monthly,converted to kgal,8.47424708062791,2.14838709677419,5.77651441860465,Tiered,25.78,27.16,52.94,0-6-11-21,0,4.4883120000000005,8.228572,15.709092000000002,NA,NA,NA,NA,NA,3-3.5-4-4.5,2.2441560000000003,2.618182,2.992208,3.3662340000000004,NA,NA,NA,NA,"$30,000 to $34,999",32500,1,Monthly
Jurupa Community Service District,CA3310021,2018-01-01,Monthly,converted to kgal,17.8556978781495,3.44388864723793,4.72266727272727,Tiered,36.46,26.6,63.06,0-20-50-100,0,14.96104,37.4026,74.8052,NA,NA,NA,NA,NA,1.49-1.89-2.18-2.43,1.11459748,1.41381828,1.6307533600000002,1.8177663600000002,NA,NA,NA,NA,"$75,000 to $99,999",87500,1,Monthly
Kelly Mutual Water Company,CA4900560,2016-10-16,Bi-Monthly,converted to kgal,15,3,8,Uniform,90,30,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.992208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Kerman  City Of,CA1010018,2017-07-01,Monthly,converted to kgal,19,3.59620253164557,4.99486325581395,Uniform,16.17,11.8,27.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,"$30,000 to $34,999",32500,1,Monthly
Kingsburg  City Of,CA1010019,2017-04-01,Monthly,converted to kgal,20,2.6124905944319,4.88579840909091,Tiered,32.25,12.63,44.88,0-11-22,0,11,22,NA,NA,NA,NA,NA,NA,0.8-0.95-1.14,0.8,0.95,1.14,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
La Habra  City Of,NA,2018-02-01,Monthly,converted to kgal,15,3,4,Tiered,19.17,42.41,61.58,0-9-16,0,6.732468000000001,11.968832,NA,NA,NA,NA,NA,NA,2.16-3.59-4.31,1.6157923200000002,2.68550668,3.22410412,NA,NA,NA,NA,NA,NA,NA,0,Monthly
La Palma  City Of,CA3010100,2018-01-01,Monthly,converted to kgal,9.23332297659204,3.0793018983466,4.22981,Uniform,36.36,20.22,56.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,1.63823388,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
La Verne  City Of,CA1910062,2009-10-01,Bi-Monthly,converted to kgal,14,2.64459899639053,8.91167181818182,Uniform,14.3,13.95,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,2.69,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Laguna Beach County Water District,CA3010017,2017-11-01,Bi-Monthly,converted to kgal,8,2.04957564327091,9.12139636363636,Budget,16.18,15.695,23.785,0-100%,0,NA,NA,NA,NA,NA,NA,NA,NA,4.17-7.85,3.11937684,5.8722082,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Lake Arrowhead Community Services District,CA3610005,2017-01-01,Monthly,converted to kgal,4.77268406617488,2.50634478489632,4.67808886363636,Tiered,38.23,6.89,45.12,0-5-14-31,0,3.74026,10.472728,23.189612,NA,NA,NA,NA,NA,1.26-2.39-7.09-14.78,0.94254552,1.7878442800000003,5.3036886800000005,11.05620856,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Lake Hemet Municipal Water District,CA3310022,2017-07-01,Monthly,converted to kgal,11.8380960583873,2.83227977161501,5.17129545454545,Tiered,30.91,28.71,59.62,0-7-13-25-38,0,5.236364,9.724676,18.7013,28.425976000000002,NA,NA,NA,NA,2.384-2.468-2.708-2.989-3.459,1.783355968,1.846192336,2.0257248160000003,2.235927428,2.5875118680000004,NA,NA,NA,"$40,000 to $44,999",42500,1,Monthly
Lakewood  City Of,CA1910239,2018-01-01,Bi-Monthly,converted to kgal,9,2.80863884950375,8.48371727272727,Uniform,7.5,16.315,20.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.618182,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Lamont Public Utility District,CA1510012,2017-01-01,monthly,converted to kgal,16.8392327546915,3.71084734586218,5.01236068181818,Uniform,26.86,6.9,33.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.30670132,NA,NA,NA,NA,NA,NA,NA,"$30,000 to $34,999",32500,0,Monthly
Las Virgenes Municipal Water District,CA1910225,2017-01-01,monthly,converted to kgal,18.3525341598295,2.57920664681446,4.68521159090909,Budget,21.73,59.97,111.59,0-indoor-101%-150%,0,NA,NA,NA,NA,NA,NA,NA,NA,2.46-3.24-4-5.02,1.84020792,2.4236884800000005,2.992208,3.75522104,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Lathrop  City Of,NA,2018-01-01,Monthly,converted to kgal,15,3,4,Uniform,22.9,44.77,67.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Lee Lake Water District,CA3310074,2017-07-25,Monthly,converted to kgal,11.6893302775656,2.3968253968254,4.72978787878788,Tiered,19.79,32.79,52.58,0-7-18,0,5.236364,13.464936000000002,NA,NA,NA,NA,NA,NA,2.64-2.98-3.28,1.9748572800000002,2.22919496,2.45361056,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Lemoore  City Of,CA1610005,2018-01-01,Monthly,converted to kgal,15.2298606078127,2.76509787588505,5.247605,Uniform,17,16.75,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.8228572000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Liberty Utilities - Norwalk,NA,2018-01-01,Monthly,converted to kgal,15,3,4,Tiered,34.8,92.38,129.78,0-9,0,6.732468000000001,NA,NA,NA,NA,NA,NA,NA,5.756-6.619,4.3057873120000005,4.951356188,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Lincoln  City Of,CA3110004,2017-07-01,Monthly,converted to kgal,12,2.425353758276,4.431634,Tiered,38.13,21.17,59.3,0-5-14-21-35,0,5,14,21,35,NA,NA,NA,NA,1.78-2.9-4.84-8.86-12.04,1.78,2.9,4.84,8.86,12.04,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Lincoln Avenue Water Company,CA1910063,2017-05-01,Monthly,converted to kgal,10.3987674054321,2.63185185185185,4.66015409090909,Tiered,29.9,36.56,70.21,0-7-20-40,0,5.236364,14.96104,29.92208,NA,NA,NA,NA,NA,3.3-3.81-4.19-4.61,2.4685716,2.85007812,3.1343378800000004,3.4485197200000006,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
Linda County Water District,CA5810002,2017-08-01,Monthly,converted to kgal,17.0170893759028,3.08362573099415,4.37647765909091,Uniform,19.45,45.95,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.0197404000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Livermore  City of,CA0110011,2017-01-01,monthly,converted to kgal,9.95763746011435,2.77150671307807,4.39335590909091,Tiered,15.38,33.27,48.65,0-6-36,0,4.4883120000000005,26.929872000000003,NA,NA,NA,NA,NA,NA,3.066-3.619-5.444,2.293527432,2.7072001880000003,4.072395088,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Livingston  City Of,CA2410004,2017-09-01,Monthly,converted to kgal,17,3.73230769230769,4.72120402272727,Uniform,12.15,34.6,46.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,2.71,NA,NA,NA,NA,NA,NA,NA,"$35,000 to $39,999",37500,1,Monthly
Lodi  City of Public Works Department,CA3910004,2017-07-01,Monthly,converted to kgal,12.8192054988978,2.66734310037616,4.65795954545455,Tiered,21.87,13.66,35.53,0-10-50,0,7.48052,37.4026,NA,NA,NA,NA,NA,NA,0.97-1.29-1.6,0.7256104400000001,0.9649870800000001,1.1968832,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Lomita  City of,CA1910073,2018-07-01,Bi-Monthly,converted to kgal,8,2.36592286856701,8.83813,Tiered,21.45,16.01,26.735,0-20-35,0,7.48052,13.090910000000001,NA,NA,NA,NA,NA,NA,4.12-4.24-4.82,3.08197424,3.1717404800000004,3.6056106400000005,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,0,Monthly
Lompoc  City Of,CA4210006,2017-07-01,Monthly,converted to kgal,6.95166833042791,2.77449139280125,3.73323931818182,Tiered,47.15,30.1,77.25,0-10-20,0,7.48052,14.96104,NA,NA,NA,NA,NA,NA,4.33-4.63-5.53,3.2390651600000004,3.46348076,4.136727560000001,NA,NA,NA,NA,NA,"$45,000 to $49,999",47500,1,Monthly
Long Beach City of,CA1910065,2016-10-01,monthly,converted to kgal,6.76884698895832,2.61203637860698,4.23301340909091,Tiered,14.87,12.18,27.05,0-6-16,0,4.4883120000000005,11.968832,NA,NA,NA,NA,NA,NA,1.427-2.854-4.281,1.0674702040000001,2.1349404080000003,3.202410612,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Los Angeles County Waterworks District 21 - Kagel Canyon,CA1910075,2016-10-01,Monthly,converted to kgal,15,3,4,Uniform,40.55,87.36,127.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.824,4.356654848,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,CA1910204,2017-01-01,Monthly,converted to kgal,20.3494827717972,2.04969485614647,4.60374386363636,Tiered,37.81,134.65,172.46,0-21-51,0,15.709092000000002,38.150652,NA,NA,NA,NA,NA,NA,6.598-7.703-10.986,4.935647096,5.762244556000001,8.218099272000002,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Los Angeles County Waterworks District 36 - Val Verde,CA1910185,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,20.52,40.52,61.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.701,2.0204884520000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Los Angeles County Waterworks District 37 - Acton,CA1910248,2017-01-01,Monthly,converted to kgal,15,3,4,Uniform,16.86,16.52,33.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.101,0.823605252,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Monthly
Los Angeles County Waterworks District 40 - Antelope Valley,CA1910005,2017-01-01,Monthly,converted to kgal,17.5325193094162,3.10393900889454,5.17765704545455,Tiered,25.26,18.94,44.19,0-21-66,0,15.709092000000002,49.371432000000006,NA,NA,NA,NA,NA,NA,1.08-1.26-1.8,0.8078961600000001,0.94254552,1.3464936,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Los Angeles Department of Water and Power,CA1910067,2017-01-01,bimonthly,converted to kgal,8,2.57455757526053,9.37656227272727,Tiered,0,22.84,22.84,0-17-55-131,0,6.358442,20.571430000000003,48.997406000000005,NA,NA,NA,NA,NA,5.892-7.341-8.206-8.206,4.407522384000001,5.491449732,6.138514712,6.138514712,NA,NA,NA,NA,"$50,000 to $59,999",55000,1,Monthly
Los Banos  City Of,CA2410005,2015-07-01,Monthly,converted to kgal,13.4125459396879,3.08868144690782,4.70556186363636,Tiered,21.25,0,21.25,0-15,0,11.220780000000001,NA,NA,NA,NA,NA,NA,NA,0-1.64,0,1.22680528,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,1,Monthly
Lower Lake County Waterworks District No. 1,CA1710010,2015-06-30,Monthly,converted to kgal,15,3,4,Tiered,59.64,24.25,83.89,0-11-26-46-71-96,0,8.228572,19.449352,34.410392,53.111692000000005,71.81299200000001,NA,NA,NA,1.5-1.85-2-2.5-3-4,1.1220780000000001,1.3838962000000001,1.496104,1.87013,2.2441560000000003,2.992208,NA,NA,NA,NA,1,Monthly
Lynwood  City Of,CA1910079,2017-07-01,Monthly,converted to kgal,7.17582675883308,3.92541801114696,4.40868357142857,Uniform,15.35,25.33,40.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,2.64062356,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $44,999",42500,0,Monthly
Madera  City Of,CA2000851,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,16.84,23.37,40.21,0-10-33,0,7.48052,24.685716000000003,NA,NA,NA,NA,NA,NA,1.33-1.9-3.2,0.9949091600000001,1.4212988,2.3937664,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Manhattan Beach  City Of,CA1910083,2014-01-01,Bi-Monthly,converted to kgal,9,2.51687845949949,9.02655045454545,Tiered,20.23,19.865,29.98,0-14-48,0,5.236364,17.953248000000002,NA,NA,NA,NA,NA,NA,4.28-5.86-9.38,3.2016625600000004,4.383584720000001,7.016727760000001,NA,NA,NA,NA,NA,"$125,000 to $149,999",137500,0,Monthly
Manteca  City Of,CA3910005,2013-01-01,Monthly,converted to kgal,12.8243637880684,2.96752519596865,4.54582545454545,Tiered,18.9,18.34,37.24,0-20-300,0,14.96104,224.4156,NA,NA,NA,NA,NA,NA,1.43-1.87-3.76,1.06971436,1.3988572400000001,2.81267552,NA,NA,NA,NA,NA,NA,NA,1,Monthly
Marin Municipal Water District,CA2110002,2017-07-01,Bi-Monthly,converted to kgal,8,2.32219579813163,7.57792622727273,Tiered,23.31,16.075,27.73,0-27-60-100,0,10.098702000000001,22.441560000000003,37.4026,NA,NA,NA,NA,NA,4.07-7.13-12.07-19.45,3.0445716400000005,5.33361076,9.02898764,14.5496114,NA,NA,NA,NA,"$100,000 to $124,999",112500,0,Monthly
Marina Coast Water District - Central Marina,CA2710017,2018-01-01,Monthly,converted to kgal,6.35531372580693,2.61470120639671,3.39402863636364,Tiered,22.36,17.67,40.03,0-9-17,0,6.732468000000001,12.716884,NA,NA,NA,NA,NA,NA,2.78-3.19-5.63,2.07958456,2.38628588,4.21153276,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Marina Coast Water District - Ord Community,CA2710017,2018-01-01,Monthly,converted to kgal,6.35531372580693,2.61470120639671,3.39402863636364,Tiered,38.79,23.39,62.18,0-9-17,0,6.732468000000001,12.716884,NA,NA,NA,NA,NA,NA,3.68-5.65-7.62,2.7528313600000005,4.226493800000001,5.70015624,NA,NA,NA,NA,NA,"$60,000 to $74,999",67500,1,Monthly
Martinez  City of,CA0710006,2017-03-31,bimonthly,converted to kgal,5,2.34918160561185,7.8174456744186,Uniform,29.72,11.005,25.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,3.24654568,NA,NA,NA,NA,NA,NA,NA,"$75,000 to $99,999",87500,0,Monthly
McKinleyville Community Service District,CA1210016,2017-01-10,monthly,converted to kgal,5.90986614272559,2.51588408492174,4.12513662790698,Tiered,24.55,8.21,32.76,0-9,0,6.732468000000001,NA,NA,NA,NA,NA,NA,NA,1.39-3.46,1.03979228,2.58825992,NA,NA,NA,NA,NA,NA,"$50,000 to $59,999",55000,0,Monthly
Menlo Park Water District  City Of,CA4110017,2017-07-01,Monthly,converted to kgal,7.94465771450599,2.81378396288933,4.15406707317073,Tiered,22.49,50.69,73.18,0-6,0,4.4883120000000005,NA,NA,NA,NA,NA,NA,NA,5.98-7.06,4.47335096,5.28124712,NA,NA,NA,NA,NA,NA,"$100,000 to $124,999",112500,1,Monthly
Merced  City Of,CA2410009,2017-01-01,Monthly,converted to kgal,17.397748650208,2.81439849427511,4.68836886363636,Tiered,33.66,0,33.66,0-30,0,22.441560000000003,NA,NA,NA,NA,NA,NA,NA,0-0.87,0,0.6508052400000001,NA,NA,NA,NA,NA,NA,"$30,000 to $34,999",32500,1,Monthly
