utility_name,pwsid,effective_date,bill_frequency,bill_unit,usage_ccf,avg_household_size,et_amount,bill_type,service_charge,commodity_charge,bill,tier_starts,tier_0,tier_prices,median_income_category,approximate_median_income,check,bill_frequency_update,Tier_number,Tier_price,Tier_volume
Valencia Water Company,CA1910240,2018-01-01,Monthly,converted to kgal,11.4351871613998,2.65316193735822,5.02140477272727,Uniform,17.19,19.94,37.13,NA,NA,1.744,"$75,000 to $99,999",87500,1,Monthly,5,NA,NA
Vallecitos Water District,CA3710002,2018-01-01,Monthly,converted to kgal,9.27043197597357,2.67576504351624,4.39693022727273,Tiered,36.52,4.17,40.69,0-7-22,0,0.27-0.78-4.82,"$60,000 to $74,999",67500,0,Monthly,5,NA,NA
Vallejo  City Of - Vallejo Service Area,NA,2017-06-09,Monthly,converted to kgal,15,3,4,Tiered,19.45,65.9,85.34,0-11,0,3.4-6.38,NA,NA,1,Monthly,5,NA,NA
Vallejo City Of - Lakes Service Area,NA,2017-06-09,Monthly,converted to kgal,15,3,4,Tiered,41.08,197.37,238.44,0-13,0,11.84-18.43,NA,NA,0,Monthly,5,NA,NA
Valley Center Municipal Water District,CA3710026,2018-02-01,Monthly,converted to kgal,20.0020918565659,2.77451990632319,4.55932886363636,Uniform,39.93,97.16,142,NA,NA,4.8573,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Valley County Water District,CA1910009,2018-01-01,Bi-Monthly,converted to kgal,10,3.71247440541818,8.99786272727273,Tiered,14.91,6.84,14.295,0-17-31,0,1.16-1.85-3.22,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
Valley Estates Properties Owners Association,CA1500478,2017-01-01,Bimonthly,converted to kgal,15,3,8,Tiered,13.75,0,6.875,0-200-300-400,0,0-0.25-0.5-0.75,NA,NA,0,Monthly,5,NA,NA
Valley Of The Moon Water District,CA4910013,2018-02-01,Bi-Monthly,converted to kgal,8,2.76319040056467,7.44675340909091,Tiered,12.8,18.37,24.77,0-4,0,3.99-6.65,"$60,000 to $74,999",67500,0,Monthly,5,NA,NA
Valley Water Company,CA1910166,2017-01-01,Monthly,converted to kgal,32.2146183085026,3.03408338848445,4.71404840909091,Tiered,10.18,137.94,148.12,0-50-100,0,4.282-4.577-5.471,"$150,000 to $199,999",17500,1,Monthly,5,NA,NA
Vaughn Water Company,CA1510029,2018-01-01,Monthly,converted to kgal,35.2237975236621,2.84635832004253,4.96287386363636,Tiered,39.38,11.36,50.74,0-34-68,0,0.32-0.36-1.15,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Ventura City Of,NA,2017-07-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,16.84,37.295,45.72,0-7-15-31,0,2.77-3.75-6.41-9.64,NA,NA,0,Monthly,5,NA,NA
Ventura County Waterworks District No 01 - Moorpark,CA5610018,2017-03-15,Monthly,converted to kgal,16.3838352195864,3.08649203903441,4.66957636363636,Tiered,10.41,57.08,67.49,0-10-25,0,3.2-3.83-4.4,"$75,000 to $99,999",87500,1,Monthly,5,NA,NA
Vernon  City Of,CA1910167,2015-03-01,Monthly,converted to kgal,5.40336225981302,2.96428571428571,4.63074952380952,Uniform,11.29,9.9,21.19,NA,NA,1.832,"$15,000 to $19,999",17500,0,Monthly,5,NA,NA
Victorville Water District,CA3610052,2016-07-01,Monthly,converted to kgal,14.7700056323699,3.27669474056187,5.38814928571429,Uniform,11.78,25.83,37.61,NA,NA,1.749,"$45,000 to $49,999",47500,1,Monthly,5,NA,NA
Virgin Valley Water District,NA(NEVADA),2015-04-20,Monthly,converted to kgal,15,3,4,Tiered,35,25.05,60.05,0-7-19-54,0,2-2.5-3.5-5,NA,NA,1,Monthly,5,NA,NA
Vista Irrigation District,CA3710027,2017-07-01,Monthly,converted to kgal,9.34312978418123,2.86863812810006,4.43801409090909,Tiered,37.05,39.8,76.85,0-10-60,0,4.24-4.78-4.78,"$50,000 to $59,999",55000,1,Monthly,5,NA,NA
Walnut Valley Water District,CA1910234,2017-01-01,monthly,converted to kgal,14.3649520755301,3.02861554297478,4.34677340909091,Tiered,19.43,43.66,63.09,1-13-40,1,2.97-3.39-3.39,"$75,000 to $99,999",87500,1,Monthly,5,NA,NA
Wasco  City Of,CA1510021,2018-01-01,Monthly,converted to kgal,13.2870981259578,3.53557567917206,4.92450431818182,Tiered,28.25,0,28.25,0-25,0,0-3.98,"$35,000 to $39,999",37500,1,Monthly,5,NA,NA
Watsonville  City Of,CA4410011,2017-07-01,Monthly,converted to kgal,9.2493650637237,3.37968277479479,3.607725,Tiered,25.8,30.8,56.6,0-5-10,0,2.99-3.53-4.78,"$50,000 to $59,999",55000,1,Monthly,5,NA,NA
West Kern Water District,CA1510022,2011-06-01,Monthly,converted to kgal,11.6530377277455,2.90306611306292,4.96882909090909,Tiered,17.3,4.59,21.89,0-10-40,0,0-1.73-1.24,"$40,000 to $44,999",42500,0,Monthly,5,NA,NA
West Sacramento  City Of,CA5710003,2021-07-01,Monthly,converted to kgal,11.3625901515632,2.60762293687255,4.56678363636364,Uniform,24.61,27.61,52.22,NA,NA,2.43,"$40,000 to $44,999",42500,0,Monthly,5,NA,NA
West San Martin Water Works,CA4300543,2017-07-17,Monthly,converted to kgal,15,3,4,Tiered,23.45,38.76,62.21,0-9,0,2.382-2.815,NA,NA,1,Monthly,5,NA,NA
West Valley Water District,CA3610004,2015-01-01,Monthly,converted to kgal,20.3390348037388,3.56130938849739,4.84077954545455,Tiered,22.21,45.25,67.46,0-10-50,0,2.13-2.3-2.53,"$60,000 to $74,999",67500,1,Monthly,5,NA,NA
Westborough Water District,CA4110027,2016-09-08,Monthly,converted to kgal,5.30057291362255,2.94427317998577,3.8120275,Uniform,17.7,34.35,52.05,NA,NA,6.48,"$100,000 to $124,999",112500,1,Monthly,5,NA,NA
Westhaven Community Services District,CA1210024,2017-07-01,Monthly,converted to kgal,15,3,4,Uniform,49.4,157.87,207.27,NA,NA,14.07,NA,NA,0,Monthly,5,NA,NA
Westminister  City Of,CA3010064,2017-11-09,Bi-Monthly,converted to kgal,10,3.05907188622644,8.51339954545455,Tiered,7.08,14.115,17.65,0-29,0,2.92-3.52,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
Whittier  City Of,CA1910173,2017-08-01,Bi-Monthly,converted to kgal,10,2.7807082714215,8.57681857142857,Tiered,20.18,9.68,19.765,0-40,0,1.89-2.63,"$50,000 to $59,999",55000,0,Monthly,5,NA,NA
Windsor  Town Of,CA4910017,2017-07-01,Bi-Monthly,converted to kgal,8,2.65185498659896,7.62267595454545,Tiered,5.62,11.61,14.42,0-4-7-17,0,3.12-3.4-4.8-6.2,"$75,000 to $99,999",87500,0,Monthly,5,NA,NA
Winton Water And Sanitary District,CA2410010,2012-07-01,Monthly,converted to kgal,15,3,4,Tiered,20.92,0,20.92,0-40-100-300,0,0-1.52-2.3-3.03,NA,NA,1,Monthly,5,NA,NA
Woodland  City Of,CA5710006,2021-01-01,Monthly,converted to kgal,9.32643308563214,2.70842191332788,4.64472772727273,Tiered,55.65,37.12,92.77,0-1201-3601,0,3.98-4.79-5.89,"$50,000 to $59,999",55000,1,Monthly,5,NA,NA
Yorba Linda Water District,CA3010037,2017-08-01,Monthly,converted to kgal,17.4635301538168,2.91126279863481,4.47272795454546,Uniform,19.45,47.15,66.6,NA,NA,2.7,"$100,000 to $124,999",112500,0,Monthly,5,NA,NA
Yreka  City Of,CA4710011,2012-10-01,Monthly,converted to kgal,9,2.19183313748531,4.11204334090909,Tiered,41.08,12.86,53.94,0-10-35,0,1.86-2.05-2.23,NA,NA,1,Monthly,5,NA,NA
Yuba City  City of,CA5110002,2017-07-01,Monthly,converted to kgal,13.4737710447969,2.83042797231065,4.38166315909091,Uniform,32.58,22.54,55.12,NA,NA,1.673,"$45,000 to $49,999",47500,0,Monthly,5,NA,NA
Yucaipa Valley Water District,CA3610055,2017-03-07,Monthly,converted to kgal,19,2.64468550023412,5.00503090909091,Tiered,14,20.58,34.58,0-15-60-100,0,1.429-1.919-2.099-2.429,"$50,000 to $59,999",55000,1,Monthly,5,NA,NA
Alameda County Water District,CA0110001,2018-03-01,Bi-Monthly,converted to kgal,9,3.05628249814296,7.78438465116279,Uniform,26.16,18.245,31.33,NA,NA,4.249,"$100,000 to $124,999",112500,0,Monthly,6,NA,NA
Alco Water Service,CA2710001,2014-07-27,Monthly,converted to kgal,15.7217756057432,3.9688756635033,3.45828181818182,Tiered,21.32,39.64,61.65,0-10,0,2.3228-2.7875,"$45,000 to $49,999",47500,0,Monthly,6,NA,NA
Alhambra  City Of,CA1910001,2013-07-01,Bi-Monthly,converted to kgal,10,2.64419809863747,9.27583047619048,Tiered,11.67,13.6,19.435,0-13-21,0,2.72-2.88-2.96,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
Amador Water Agency,CA0310002,2017-10-01,Monthly,converted to kgal,8.45989976470588,3,4.43517086363636,Uniform,25.08,20.64,45.72,NA,NA,2.44,NA,NA,1,Monthly,6,NA,NA
American Canyon  City Of,CA2810005,2017-06-01,Monthly,converted to kgal,9.05509813832564,3.25012423389101,3.75068363636364,Tiered,6.4,49.23,55.63,0-9-21,0,5.33-6.25-6.54,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Anaheim City of,CA3010001,2016-02-01,Monthly,converted to kgal,10.3790633736565,3.14614798460366,4.43757590909091,Uniform,12.97,5.19,18.16,NA,NA,0.5,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
Anderson  City Of,CA4510001,2015-12-01,Monthly,converted to kgal,12.8718366956483,2.36300417246175,4.75870513513514,Uniform,12.3,0.15,12.45,NA,NA,0.01192,"$35,000 to $39,999",37500,0,Monthly,6,NA,NA
Antioch  City Of,CA0710001,2017-07-01,Monthly,converted to kgal,10.2575915661487,2.99416882636061,4.55730188636364,Tiered,21.2,32.52,53.72,0-12,0,3.17-5.24,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Apple Valley Ranchos Water Company,CA3600010,2017-01-01,monthly,converted to kgal,15,3,4,Tiered,34.73,63.14,97.87,0-12-24,0,4.039-4.677-5.315,NA,NA,1,Monthly,6,NA,NA
Arcadia  City Of,CA1910003,2017-04-01,Bimonthly,converted to kgal,19,2.79701348230112,9.14833409090909,Tiered,10.17,16.26,21.345,0-23-49-67,0,1.54-1.88-2.13-2.29,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Arcata  City Of,CA1210001,2017-10-01,Monthly,converted to kgal,4.18524809817265,2.16500579374276,4.22563388636364,Tiered,12.16,14.09,26.25,0-3-5,0,3.1-3.34-6.54,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
Arrowbear Park County Water District,CA3610110,2016-12-19,Monthly,converted to kgal,15,3,4,Tiered,27.5,58.5,86,0-7,0,0-6.5,NA,NA,1,Monthly,6,NA,NA
Arroyo Grande  City Of,CA4010001,2017-08-09,Monthly,converted to kgal,9.01522176028517,2.41477793790122,4.01337136363636,Tiered,34.34,36.6,70.94,0-18-36,0,4.06-4.47-5.96,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Arvin Community Services District,CA1510001,2018-01-01,Monthly,converted to kgal,12.6273270237118,4.04505813953488,5.15060590909091,Uniform,26.51,19.32,45.83,NA,NA,1.53,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
Atascadero Mutual Water Company,CA4010002,2016-05-01,Monthly,converted to kgal,10,2.5666547213761,4.1652788372093,Tiered,20,16.39,38.89,0-1-10-25-50-75,0,0-2.1-3.25-4.8-5.5-7,"$60,000 to $74,999",67500,0,Monthly,6,7,NA
Azusa  City Of,CA1910007,2017-07-01,Monthly,converted to kgal,10.7631136408107,3.31446747383542,4.49060636363636,Tiered,14.87,15.79,30.66,0-5-15,0,1.05-1.714-2.162,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Bakersfield  City Of,CA1510031,2017-10-01,Monthly,converted to kgal,19.6057343701561,2.79514351459368,4.99323727272727,Uniform,11.46,21.37,32.83,NA,NA,1.09,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
Bakman Water Company,CA1010001,2018-05-31,Bi-Monthly,converted to kgal,20,3.16526005888126,9.95626727272727,Uniform,4.82,10.71,13.12,NA,NA,1.05,"$30,000 to $34,999",32500,0,Monthly,6,NA,NA
Banning  City of,CA3310006,2017-07-01,Monthly,converted to kgal,12.2644748439519,2.58822262891592,4.97887454545455,Tiered,20.94,23.2,44.14,0-12-25,0,1.84-2.34-2.64,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
Bear State Water Works,CA0900217,2017-08-15,Monthly,converted to kgal,15,3,4,Tiered,4.17,14.6,18.77,0-6-12,0,0-2.25-5,NA,NA,0,Monthly,6,NA,NA
Beaumont-Cherry Valley Water District,CA3310002,2015-01-01,Monthly,converted to kgal,19.090596797584,2.76564334843147,4.98284204545455,Tiered,27.02,18.33,45.35,0-45,0,0.96-1.05,"$50,000 to $59,999",55000,1,Monthly,6,NA,NA
Bellflower-Somerset Mutual Water Company,CA1910013,2014-10-01,bimonthly,converted to kgal,9,2.89073482428115,8.57701454545455,Uniform,14.18,8.145,15.235,NA,NA,1.75,"$40,000 to $44,999",42500,0,Monthly,6,NA,NA
Benicia  City Of,CA4810001,2017-07-01,Bi-Monthly,converted to kgal,7,2.39526825188195,8.01264359090909,Uniform,15.08,14.74,22.28,NA,NA,4.13,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Beverly Hills City of,CA1910156,2017-07-03,Bimonthly,converted to kgal,11,2.01374914636922,9.27912227272727,Tiered,21.68,26.415,37.255,0-11-56-121,0,3.9-5.15-8.12-15.68,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Big Bear City Community Service District,CA3610008,2017-07-01,Bi-Monthly,converted to kgal,6,2.39377406931964,9.01828181818182,Tiered,36.98,6.085,24.575,0-13-39,0,1.9-2.04-2.83,"$35,000 to $39,999",37500,0,Monthly,6,NA,NA
Big Bear Lake  City Of,CA3610022,2017-04-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,45.6,16.73,39.53,0-9-25-41-61-100,0,0-2.75-3.82-5.69-9.69-13.03,NA,NA,0,Monthly,6,9.74711756,NA
Blythe  City Of,CA3301428,2017-07-01,Monthly,converted to kgal,15,3,4,Uniform,10.66,29.55,40.21,NA,NA,1.97,NA,NA,0,Monthly,6,NA,NA
Brawley  City Of,CA1310001,2018-07-01,Monthly,converted to kgal,14,3.00106302201974,5.92689159090909,Uniform,38.24,18.95,57.19,NA,NA,1.82,"$40,000 to $44,999",42500,1,Monthly,6,NA,NA
Brea  City Of,CA3010002,2017-07-01,Monthly,converted to kgal,10.2317690340411,2.64248381308994,4.32951886363636,Tiered,15.93,36.99,52.92,0-11-21-30,0,3.59-4.69-6.18-7.24,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Brentwood City of,CA0710004,2016-07-01,monthly,converted to kgal,11.3252260293147,2.6736798679868,4.69221159090909,Tiered,29.83,43.82,73.65,0-6-15-22,0,2.49-4.96-5.93-6.52,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Buena Park  City Of,CA3010003,2018-01-01,Monthly,converted to kgal,11,3.2005415737496,4.25825977272727,Uniform,38.61,17.49,56.1,NA,NA,2.21,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Burbank City of,CA1910179,2017-01-02,monthly,converted to kgal,9.19047848524212,2.35914392208729,4.77442909090909,Tiered,12.29,11.55,39.37,0-16-31,0,1.257-1.548-1.948,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
Burlingame City Of,CA4110003,2017-01-01,Bi-Monthly,converted to kgal,6,2.34445853813223,8.03494238095238,Tiered,36.36,21.79,39.97,0-4-8-16-24,0,8.47-9.5-10.54-11.58-12.61,"$100,000 to $124,999",112500,0,Monthly,6,NA,NA
Calaveras County Water District,CA0510004,2017-09-01,Bi-Monthly,converted to kgal,15,3,8,Tiered,85.17,5.76,48.345,0-15-90-180,0,0-1.44-1.8-2.3,NA,NA,0,Monthly,6,NA,NA
Calaveras Public Utilities District,NA,2016-07-01,Monthly,converted to kgal,15,3,4,Tiered,39.73,11.55,51.28,0-5-20-250,0,0-1.6-2.6-2.2,NA,NA,0,Monthly,6,NA,NA
Calexico  City Of,CA1310002,2008-08-01,Monthly,converted to kgal,13.1350552243971,3.39473301324022,6.07298159090909,Tiered,43.89,0,43.89,0-30,0,0-2.22,"$30,000 to $34,999",32500,1,Monthly,6,NA,NA
California-American Water Company San Diego District,CA3710001,2018-01-01,Monthly,converted to kgal,7,2.86193712829227,4.24876431818182,Tiered,11.1,34.41,45.51,0-6-11-22,0,6.386-7.299-10.747-14.217,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
California American Water Company - Larkfield,NA,2018-01-01,Monthly,converted to kgal,15,3,4,Tiered,24.06,97.2,143.08,0-5-10-24,0,7.442-8.554-11.108-14.542,NA,NA,0,Monthly,6,NA,NA
California American Water Company - Monterey District,CA2701202,2017-03-20,Monthly,converted to kgal,15,3,4,Tiered,29.41,317.63,367.75,0-3-6-11-17,0,7.287-15.039-35.091-67.606-82.645,NA,NA,0,Monthly,6,NA,NA
California American Water Company - Sacramento District,CA3110150,2018-01-01,Monthly,converted to kgal,15,3,4,Tiered,19.84,46.7,66.54,0-14,0,4.162-4.536,NA,NA,1,Monthly,6,NA,NA
California American Water Company Los Angeles District - Baldwin Hills,CA1910052,2018-01-01,Monthly,converted to kgal,14,2.81197860281475,4.54452431818182,Tiered,14.84,49.46,75.41,0-8-13-30,0,4.469-5.45-7.06-9.811,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
California American Water Company Los Angeles District - Duarte,CA1910052,2018-01-01,Monthly,converted to kgal,14,2.81197860281475,4.54452431818182,Tiered,14.84,35.84,63.79,0-8-17-127,0,3.209-4.011-4.852-7.412,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
California American Water Company Los Angeles District - San Marino,CA1910052,2018-01-01,Monthly,converted to kgal,14,2.81197860281475,4.54452431818182,Tiered,14.84,33.77,55.28,0-10-21-56,0,3.125-4.223-6.194-8.245,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
California American Water Ventura District,CA5610040,2017-01-13,Monthly,converted to kgal,15,2.7083557687601,4.51579181818182,Tiered,14.73,58.74,73.47,0-8.97-17.94-44.86,0,4.94-6.334-8.424-12.414,"$100,000 to $124,999",112500,0,Monthly,6,NA,NA
California City City Of,CA1510032,2017-07-01,Monthly,converted to kgal,12.8810020738891,2.57272939528368,5.46478568181818,Tiered,52.99,6,58.99,0-9-15-25-40,0,0-1.23-2.58-3.25-3.93,"$45,000 to $49,999",47500,1,Monthly,6,NA,NA
California Water Service Company Antelope Valley,CA1500333,2017-01-01,monthly,converted to kgal,15,3,4,Tiered,31.02,65.35,96.37,0-16-36,0,4.3569-4.6233-5.5433,NA,NA,1,Monthly,6,NA,NA
California Water Service Company Bakersfield,CA1510003,2017-01-01,monthly,converted to kgal,16.8617796037625,3.04819582253211,4.99993522727273,Tiered,23.47,31.41,54.88,0-14-35,0,1.8278-1.9818-2.3088,"$35,000 to $39,999",37500,0,Monthly,6,NA,NA
California Water Service Company Bear Gulch,CA4110006,2017-01-01,monthly,converted to kgal,14.6343548302105,2.62642080101468,3.76062659090909,Tiered,30.44,100.53,130.97,0-11-36,0,6.736-7.158-8.5607,"$125,000 to $149,999",137500,1,Monthly,6,NA,NA
California Water Service Company Chico District,CA0410002,2017-01-01,monthly,converted to kgal,11.3224289927724,2.30580689497194,4.33272245454545,Tiered,20.62,18.03,38.65,0-11-32,0,1.581-1.6774-1.7736,"$40,000 to $44,999",42500,1,Monthly,6,NA,NA
"California Water Service Company Dixon, City of",CA4810002,2017-01-01,monthly,converted to kgal,12.1054894032459,3.19943820224719,4.71894613636364,Tiered,38.03,47.56,85.59,0-11-28,0,3.8471-4.3176-4.659,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
California Water Service Company Dominguez,CA1910033,2017-01-01,monthly,converted to kgal,8.56413339575491,3.06748776784208,4.40347704545455,Tiered,25.5,27.86,53.36,0-12-18,0,3.2532-3.5271-4.109,"$60,000 to $74,999",67500,0,Monthly,6,NA,NA
California Water Service Company East Los Angeles,CA1910036,2017-01-01,monthly,converted to kgal,6.19966461029509,3.49347500079768,4.55640022727273,Tiered,25.08,21.37,46.45,0-9,0,3.4469-4.2477,"$40,000 to $44,999",42500,1,Monthly,6,NA,NA
California Water Service Company Hermosa Redondo,CA1910134,2017-01-01,monthly,converted to kgal,7.24251987787512,2.31494749239376,4.55011636363636,Tiered,17.81,30.36,48.17,0-11-16,0,4.1926-4.5493-5.3521,"$100,000 to $124,999",112500,1,Monthly,6,NA,NA
California Water Service Company Kern River Valley,CA1510026,2017-01-01,monthly,converted to kgal,15,3,4,Uniform,79.14,178.26,257.4,NA,NA,11.8841,NA,NA,0,Monthly,6,NA,NA
California Water Service Company King City,CA2710009,2017-04-15,monthly,converted to kgal,6.90467307294832,3.55281837160752,4.49508681818182,Tiered,27.91,21.07,48.98,0-7-18,0,3.0297-3.1999-3.5755,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
California Water Service Company Livermore,CA0105008,2017-01-01,monthly,converted to kgal,15,3,4,Tiered,27.96,55.48,83.44,0-10-24,0,3.6063-3.8364-4.6035,NA,NA,1,Monthly,6,NA,NA
California Water Service Company Los Altos Suburban,CA4310001,2017-01-01,monthly,converted to kgal,12.0249327682453,2.74818905311028,3.77873181818182,Tiered,26.82,53.48,80.3,0-11-28,0,4.4004-4.6813-5.6176,"$150,000 to $199,999",17500,1,Monthly,6,NA,NA
California Water Service Company Marysville,CA5810001,2017-01-01,monthly,converted to kgal,9.63668061487032,2.55547112462006,4.37786131818182,Tiered,34.68,24.46,59.14,0-10-22,0,2.5234-2.7429-3.1541,"$45,000 to $49,999",47500,1,Monthly,6,NA,NA
California Water Service Company Mid Peninsula,CA4110008,2018-07-01,Monthly,converted to kgal,6.4641643115805,2.50748885050656,3.9057,Tiered,24.17,42.18,66.35,0-7-12,0,6.4899-6.9877-8.6572,"$100,000 to $124,999",112500,1,Monthly,6,NA,NA
California Water Service Company Oroville,CA0410005,2017-01-01,monthly,converted to kgal,8.11030889918752,2.47795758928571,4.37685811363636,Tiered,46.72,21.39,68.11,0-9-23,0,2.6342-2.8284-3.3301,"$25,000 to $29,999",27500,1,Monthly,6,NA,NA
California Water Service Company Palos Verdes,CA1910104,2017-01-01,monthly,converted to kgal,19.4318285471576,2.62449310624493,4.43677863636364,Tiered,31.02,85.84,116.86,0-16-36,0,4.3569-4.6233-5.5433,"$125,000 to $149,999",137500,0,Monthly,6,NA,NA
California Water Service Company Redwood Valley,CA1710005,2017-01-01,monthly,converted to kgal,9.67237504456328,3,3.80943506818182,Tiered,23.9,61,84.9,0-8-13,0,6.1755-6.6493-8.2379,NA,NA,1,Monthly,6,NA,NA
California Water Service Company Salinas District,CA2710010,2017-04-15,monthly,converted to kgal,7.82225612513426,3.10877403846154,3.42045318181818,Tiered,27.91,24.01,51.92,0-7-18,0,3.0297-3.1999-3.5755,"$50,000 to $59,999",55000,1,Monthly,6,NA,NA
California Water Service Company Selma,CA1010024,2017-04-15,monthly,converted to kgal,16.0595799317167,3.42637195121951,4.88816818181818,Tiered,33.08,26.56,59.64,0-13-35,0,1.6457-1.6786-1.7986,"$40,000 to $44,999",42500,1,Monthly,6,NA,NA
California Water Service Company South San Francisco,CA4110009,2018-07-01,Monthly,converted to kgal,4.84574331331893,2.88730914260988,3.81063818181818,Tiered,24.17,31.45,55.62,0-7-12,0,6.4899-6.9877-8.6572,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
California Water Service Company Stockton,CA3910001,2017-01-01,monthly,converted to kgal,8.11038307444298,2.90086106132627,4.65774113636364,Tiered,26.31,24.44,50.75,0-10-21,0,3.0138-3.2666-3.7063,"$30,000 to $34,999",32500,0,Monthly,6,NA,NA
California Water Service Company Visalia,CA5410041,2017-01-01,monthly,converted to kgal,15,3,4,Tiered,15.2,21.32,36.52,0-12-30,0,1.4144-1.4398-1.6057,NA,NA,0,Monthly,6,NA,NA
California Water Service Company Westlake,CA5610016,2017-04-15,monthly,converted to kgal,21.222815331439,2.35136094674556,4.66330840909091,Tiered,39.98,96.6,136.58,0-14-45,0,4.2435-5.0389-5.5726,"$100,000 to $124,999",112500,0,Monthly,6,NA,NA
California Water Service Company Willows,CA1110003,2017-01-01,monthly,converted to kgal,10.4070802573686,2.48708487084871,4.37719761363636,Tiered,52.59,20.95,73.54,0-9-26,0,1.9794-2.1263-2.2929,"$35,000 to $39,999",37500,1,Monthly,6,NA,NA
Camarillo  City Of,CA5610019,2018-01-01,Monthly,converted to kgal,9.45187844971245,2.71680138568129,4.39692659090909,Tiered,23.11,15.62,38.73,0-10-19-25,0,1.55-3.69-4.68-6.52,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Cambria Community Services District,CA4010014,2017-03-01,Bi-Monthly,converted to kgal,4,2.14922480620155,8.74640090909091,Tiered,13.26,13.795,20.425,0-5-17,0,6.76-8.84-9.87,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
Camrosa Water District,CA5610063,2017-07-01,Monthly,converted to kgal,14.336604749414,2.55897195164887,4.52383159090909,Tiered,13.64,45.02,58.66,0-12,0,3.08-3.34,"$100,000 to $124,999",112500,1,Monthly,6,NA,NA
Carlsbad Municipal Water District,CA3710005,2017-01-01,Monthly,converted to kgal,10.1109939801726,2.45582990018525,4.32170613636364,Tiered,32.54,38.91,71.45,0-11-19,0,3.84-4.57-6.82,"$75,000 to $99,999",87500,0,Monthly,6,NA,NA
Carmichael Water District,CA3410004,2018-01-01,Bi-Monthly,converted to kgal,15,2.23889731065072,9.2082543902439,Uniform,25.93,10.345,23.31,NA,NA,1.4,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
Carpinteria Valley Water District,CA4210001,2017-07-01,Monthly,converted to kgal,8.39013168944346,2.5219298245614,4.12850659090909,Tiered,42.83,34.25,77.08,0-6,0,3.63-4.75,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Castroville Community Services District,CA2710005,2017-08-01,Monthly,converted to kgal,15,3,4,Uniform,18.33,24.15,42.48,NA,NA,1.61,NA,NA,1,Monthly,6,NA,NA
Cerritos  City Of,CA1910019,2018-07-01,Monthly,converted to kgal,14.2831059872579,3.02510353615801,4.23776977272727,Tiered,31.08,11.99,43.07,0-10,0,0-2.27,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Chino  City Of,CA3610012,2017-10-01,Monthly,converted to kgal,12.2731756426343,3.16650784575313,4.52682204545455,Uniform,24.61,34.12,58.73,NA,NA,2.78,"$60,000 to $74,999",67500,1,Monthly,6,NA,NA
Chino Hills  City Of,CA3610036,2017-07-01,Monthly,converted to kgal,13.4807349624706,2.96999686534414,4.48848454545455,Budget,29.54,30.44,59.98,0-indoor-100%,0,2.09-2.37-3.31,"$75,000 to $99,999",87500,1,Monthly,6,NA,NA
Citrus Heights Water District,CA3410006,2017-11-08,Bi-Monthly,converted to kgal,14,2.45848273639257,8.7573135,Uniform,23.76,7.12,19,NA,NA,1.0167,"$50,000 to $59,999",55000,0,Monthly,6,NA,NA
City of Bakersfield,NA,2017-06-01,monthly,converted to kgal,15,3,4,Uniform,9.88,14.1,23.98,NA,NA,0.94,NA,NA,0,Monthly,6,NA,NA
City of Gonzales,CA2710007,2017-07-01,Monthly,converted to kgal,15,3,4,Tiered,0,27.3,27.3,0-26-31-51,0,1.82-1.89-2.07-2.29,NA,NA,1,Monthly,6,NA,NA
City of Lindsay,CA5410006,2009-01-01,Monthly,converted to kgal,15,3,4,Uniform,19.97,15.3,35.27,NA,NA,1.02,NA,NA,1,Monthly,6,NA,NA
