"","PWSID","Survey","Year","SectionName","QuestionName","QuestionResults","SurveyID","SectionID","QuestionID","Pk","QCat"
"2273","CA3710302","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2274","CA3710053","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2275","CA3710305","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2276","CA4200944","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2277","CA3710306","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2278","CA3710311","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2279","CA3710312","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2280","CA3710316","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2281","CA4301013","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2282","CA4200947","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","This a business and there are only the Employer and Employees.",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2283","CA4301014","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2284","CA3710317","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2285","CA3710318","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2286","CA4200948","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2287","CA3710319","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2288","CA4200936","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2289","CA4200934","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2290","CA4200933","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2291","CA4200931","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","private well for private residence.",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2292","CA4400560","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2293","CA3710011","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2294","CA4200928","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2295","CA4200930","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2296","CA3710012","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2297","CA3710009","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2298","CA4200926","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2299","CA4200925","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2300","CA4301004","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2301","CA3705075","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2302","CA4200895","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2303","CA3701988","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2304","CA3702059","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2305","CA3701995","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2306","CA3702104","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2307","CA3702111","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2308","CA4300998","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2309","CA3702181","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2310","CA3702235","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2311","CA4200902","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2312","CA3702236","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2313","CA3702237","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2314","CA3702283","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2315","CA4300999","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2316","CA3702302","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2317","CA3702319","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2318","CA3702338","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2319","CA3702354","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2320","CA4200905","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2321","CA4200907","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2322","CA3702364","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2323","CA3702459","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2324","CA3702420","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2325","CA3702530","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2326","CA3702703","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2327","CA3702686","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2328","CA3702706","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2329","CA4200911","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2330","CA3702754","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2331","CA3702757","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2332","CA3705046","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2333","CA3705026","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2334","CA3705051","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2335","CA4200915","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2336","CA3705056","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2337","CA3705058","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2338","CA3705059","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2339","CA3705060","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2340","CA3705061","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2341","CA4200918","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2342","CA3705063","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2343","CA4200919","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2344","CA3705065","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2345","CA3705068","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2346","CA3705071","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2347","CA3705070","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2348","CA3705072","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2349","CA3705073","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2350","CA4200924","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2351","CA3705074","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2352","CA4301003","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2353","CA5800924","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","See CCSD Policy 902",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2354","CA5810005","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2355","CA5810006","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2356","CA5810700","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2357","CA5800001","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2358","CA5710007","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","https://www.ecsd-ca.org/documents/1095/Account-Payments-Shut-Off-Procedures-and-Fees-Policy-3036.pdf",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2359","CA5710011","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2360","CA5710009","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2361","CA5710004","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2362","CA5800003","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2363","CA5800002","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2364","CA5800004","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2365","CA5800006","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2366","CA5800009","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2367","CA5800202","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2368","CA5800010","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2369","CA5800205","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2370","CA5800534","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2371","CA5800572","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2372","CA5800576","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2373","CA5800800","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2374","CA5800801","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2375","CA5800805","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2376","CA5800803","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2377","CA5800807","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2378","CA5800809","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2379","CA5800814","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2380","CA5800820","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2381","CA5800821","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2382","CA5800823","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2383","CA5800826","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2384","CA5800824","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2385","CA5800827","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2386","CA5800828","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2387","CA5800829","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2388","CA5800832","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2389","CA5800831","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2390","CA5800838","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2391","CA5800840","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2392","CA5800844","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2393","CA5800843","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2394","CA5800845","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2395","CA5800847","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2396","CA5800849","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2397","CA5800851","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2398","CA5800850","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2399","CA5800853","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2400","CA5800858","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2401","CA5800863","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2402","CA5800868","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2403","CA5800874","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2404","CA5800866","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2405","CA5800875","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2406","CA5800884","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2407","CA5800876","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2408","CA5800887","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2409","CA5800888","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2410","CA5800893","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2411","CA5800899","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2412","CA5800897","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2413","CA5800901","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2414","CA5800909","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2415","CA5800913","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2416","CA5800919","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2417","CA5800914","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2418","CA5800920","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2419","CA5800923","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2420","CA5700797","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2421","CA5610069","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","https://www.vcpublicworks.org/wsd/ratesandcharges/",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2422","CA5610068","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2423","CA5700798","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2424","CA5700804","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2425","CA5700802","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2426","CA5700815","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2427","CA5700817","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2428","CA5700816","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2429","CA5700820","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2430","CA5700821","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","our water is available to all, no charges",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2431","CA5700827","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2432","CA5610058","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2433","CA5610056","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2434","CA5610035","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2435","CA5610029","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2436","CA5610021","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2437","CA5610015","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","https://www.vcpublicworks.org/wsd/ratesandcharges/",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2438","CA5610010","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","Tariff Sheet Approved by California Public Utilities Commission",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2439","CA5610006","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2440","CA5610003","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","https://www.vcpublicworks.org/wsd/ratesandcharges/",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2441","CA5510011","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2442","CA5510007","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2443","CA5510006","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2444","CA5510004","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2445","CA5500369","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2446","CA5510002","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2447","CA5510003","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2448","CA5500368","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2449","CA5410022","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2450","CA5410017","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2451","CA5410014","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2452","CA5410011","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments","Two months of non-payment warrants disconnection.",22,6,78411,"Water Rates and Deliveries-78411","WR"
"2453","CA5410012","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2454","CA5610081","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
"2455","CA5610500","SWS",2018,"Water Rates and Deliveries","WR SHUT_OFFS Comments",NA,22,6,78411,"Water Rates and Deliveries-78411","WR"
